method,filename,true_label,pred_label,loss,confidence,correct,p_Neither,p_Only_Fire,p_Only_Smoke,p_Both
iteration3,AoF06723.jpg,Neither,Neither,0.031048590317368507,0.9694284796714783,1,0.9694284796714783,0.00016665214207023382,0.030350081622600555,5.478419552673586e-05
iteration3,AoF06724.jpg,Neither,Neither,0.03425003960728645,0.9663298726081848,1,0.9663298726081848,0.00013217133528087288,0.03346402570605278,7.389856909867376e-05
iteration3,AoF06725.jpg,Neither,Neither,0.44856980443000793,0.6385407447814941,1,0.6385407447814941,0.004697244148701429,0.3542843461036682,0.0024776519276201725
iteration3,AoF06726.jpg,Neither,Neither,0.04347974434494972,0.9574519395828247,1,0.9574519395828247,0.0007351168897002935,0.0342564657330513,0.007556489668786526
iteration3,AoF06727.jpg,Neither,Neither,0.03236239403486252,0.9681556820869446,1,0.9681556820869446,0.00028547682450152934,0.030463261529803276,0.0010955339530482888
iteration3,AoF06728.jpg,Neither,Neither,0.0451476089656353,0.9558563828468323,1,0.9558563828468323,0.008723137900233269,0.024916527792811394,0.01050390675663948
iteration3,AoF06729.jpg,Neither,Neither,0.2653352618217468,0.7669487595558167,1,0.7669487595558167,0.0422218032181263,0.03619770333170891,0.15463176369667053
iteration3,AoF06730.jpg,Neither,Neither,0.03269645944237709,0.9678322672843933,1,0.9678322672843933,0.008890878409147263,0.016022158786654472,0.007254693191498518
iteration3,AoF06731.jpg,Neither,Neither,0.005378063768148422,0.9946363568305969,1,0.9946363568305969,0.0006384068983606994,0.0046763112768530846,4.8986221372615546e-05
iteration3,AoF06732.jpg,Neither,Neither,0.3228798806667328,0.7240608334541321,1,0.7240608334541321,0.029405267909169197,0.11773963272571564,0.12879431247711182
iteration3,AoF06733.jpg,Neither,Neither,0.0018225978128612041,0.9981790781021118,1,0.9981790781021118,0.0007527087582275271,0.0010488381376489997,1.9437882656347938e-05
iteration3,AoF06734.jpg,Neither,Neither,0.0010128850117325783,0.99898761510849,1,0.99898761510849,0.00029311684193089604,0.0007009072578512132,1.8296857888344675e-05
iteration3,AoF06735.jpg,Neither,Only_Smoke,2.0904719829559326,0.8750462532043457,0,0.12362877279520035,0.0010995952179655433,0.8750462532043457,0.00022538861958310008
iteration3,AoF06736.jpg,Neither,Neither,0.13367703557014465,0.8748725652694702,1,0.8748725652694702,7.916804315755144e-05,0.12503986060619354,8.431827154709026e-06
iteration3,AoF06737.jpg,Neither,Neither,0.02717673033475876,0.9731892347335815,1,0.9731892347335815,0.0033595794811844826,0.023074541240930557,0.0003766002191696316
iteration3,AoF06738.jpg,Neither,Neither,0.10157836973667145,0.9034103751182556,1,0.9034103751182556,0.09497705847024918,0.001334098051302135,0.0002784387907013297
iteration3,AoF06739.jpg,Neither,Neither,0.056762535125017166,0.944818377494812,1,0.944818377494812,0.0007060992647893727,0.054415736347436905,5.9778023569379e-05
iteration3,AoF06740.jpg,Neither,Only_Smoke,3.01950740814209,0.9507425427436829,0,0.048825256526470184,0.0003736373328138143,0.9507425427436829,5.847742795594968e-05
iteration3,AoF06741.jpg,Neither,Only_Fire,0.8360850214958191,0.5656455159187317,0,0.43340396881103516,0.5656455159187317,0.0007206005393527448,0.0002298445615451783
iteration3,AoF06742.jpg,Neither,Only_Smoke,1.1714414358139038,0.6894809007644653,0,0.30991989374160767,0.0002685148501768708,0.6894809007644653,0.0003306334256194532
iteration3,AoF06743.jpg,Neither,Neither,0.6218045949935913,0.5369745492935181,1,0.5369745492935181,0.00020292762201279402,0.46270567178726196,0.00011690498649841174
iteration3,AoF06744.jpg,Neither,Neither,0.3299104869365692,0.7189880609512329,1,0.7189880609512329,0.004213929641991854,0.27612006664276123,0.0006779232062399387
iteration3,AoF06745.jpg,Neither,Neither,0.05538658797740936,0.9461193084716797,1,0.9461193084716797,0.0008636015700176358,0.052867818623781204,0.00014922081027179956
iteration3,AoF06746.jpg,Neither,Only_Smoke,0.7456778883934021,0.5234401226043701,0,0.47441256046295166,0.0014178946148604155,0.5234401226043701,0.0007294524111784995
iteration3,AoF06747.jpg,Neither,Neither,0.001396872103214264,0.9986041188240051,1,0.9986041188240051,0.00026483790134079754,0.0007486466784030199,0.0003824192681349814
iteration3,AoF06748.jpg,Neither,Neither,0.001764527871273458,0.9982370138168335,1,0.9982370138168335,0.0001781414175638929,0.001121077104471624,0.0004637195379473269
iteration3,AoF06749.jpg,Neither,Neither,0.17849771678447723,0.8365259766578674,1,0.8365259766578674,0.16123731434345245,0.0013521035434678197,0.0008846178534440696
iteration3,AoF06750.jpg,Neither,Neither,0.5050971508026123,0.6034469604492188,1,0.6034469604492188,0.008395835757255554,0.3870113790035248,0.001145808957517147
iteration3,AoF06751.jpg,Neither,Neither,0.08787791430950165,0.9158726930618286,1,0.9158726930618286,0.0030952293891459703,0.0804697573184967,0.0005623212782666087
iteration3,AoF06752.jpg,Neither,Neither,0.05988362431526184,0.9418741464614868,1,0.9418741464614868,0.004164779093116522,0.052589885890483856,0.0013712022919207811
iteration3,AoF06753.jpg,Neither,Neither,0.00012730741582345217,0.9998726844787598,1,0.9998726844787598,9.11601455300115e-06,0.00011762091162381694,4.818537604478479e-07
iteration3,AoF06754.jpg,Neither,Neither,0.00013422065239865333,0.9998657703399658,1,0.9998657703399658,1.0189791282755323e-05,0.00012367102317512035,3.142273499179282e-07
iteration3,AoF06755.jpg,Neither,Neither,0.00022802136663813144,0.9997720122337341,1,0.9997720122337341,9.223791494150646e-06,0.00021818811364937574,5.111884320285753e-07
iteration3,AoF06756.jpg,Neither,Neither,4.3748852476710454e-05,0.9999562501907349,1,0.9999562501907349,4.749800154968398e-06,3.865751568810083e-05,4.0825838709679374e-07
iteration3,AoF06757.jpg,Neither,Neither,0.00013422065239865333,0.9998657703399658,1,0.9998657703399658,8.483418787363917e-05,4.5245291403261945e-05,4.093057668796973e-06
iteration3,AoF06758.jpg,Neither,Neither,0.00011514954530866817,0.999884843826294,1,0.999884843826294,5.991103535052389e-06,0.00010870427649933845,4.91030846205831e-07
iteration3,AoF06759.jpg,Neither,Neither,0.039347559213638306,0.961416482925415,1,0.961416482925415,0.03831416368484497,0.00013253962970338762,0.00013687841419596225
iteration3,AoF06760.jpg,Neither,Neither,0.27362382411956787,0.7606181502342224,1,0.7606181502342224,0.00013778229185845703,0.23921222984790802,3.1825275073060766e-05
iteration3,AoF06761.jpg,Neither,Neither,0.00035124807618558407,0.9996488094329834,1,0.9996488094329834,3.182558066328056e-05,0.0003151550190523267,4.2099304664589e-06
iteration3,AoF06762.jpg,Neither,Neither,0.070142962038517,0.9322605133056641,1,0.9322605133056641,0.00019499548943713307,0.06749541312456131,4.901229840470478e-05
iteration3,AoF06763.jpg,Neither,Neither,0.05462115257978439,0.9468438029289246,1,0.9468438029289246,0.000166830446687527,0.05291403830051422,7.541779632447287e-05
iteration3,AoF06764.jpg,Neither,Neither,0.3665786683559418,0.6931015849113464,1,0.6931015849113464,0.0010485071688890457,0.3052116334438324,0.0006382950232364237
iteration3,AoF06765.jpg,Neither,Neither,0.012297757901251316,0.9877775311470032,1,0.9877775311470032,7.666532474104315e-05,0.012114962562918663,3.0821629479760304e-05
iteration3,AoF06766.jpg,Neither,Neither,0.00020251607929822057,0.999797523021698,1,0.999797523021698,4.51449268439319e-05,0.00015291859745047987,4.452542725630337e-06
iteration3,AoF06767.jpg,Neither,Neither,0.00021705655672121793,0.9997829794883728,1,0.9997829794883728,7.268215267686173e-05,0.00013658101670444012,7.723111593804788e-06
iteration3,AoF06768.jpg,Neither,Neither,0.04896710067987442,0.9522124528884888,1,0.9522124528884888,0.00015156467270571738,0.04756329953670502,7.258834375534207e-05
iteration3,AoF06769.jpg,Neither,Neither,0.00016842853801790625,0.9998315572738647,1,0.9998315572738647,4.137139330850914e-05,0.00012202676589367911,4.992382400814677e-06
iteration3,AoF06770.jpg,Neither,Neither,0.002066264161840081,0.9979358911514282,1,0.9979358911514282,3.142259083688259e-05,0.0020041342359036207,2.8475824365159497e-05
iteration3,AoF06771.jpg,Neither,Neither,0.002642237115651369,0.9973612427711487,1,0.9973612427711487,4.34863795817364e-05,0.002551483456045389,4.3817213736474514e-05
iteration3,AoF06772.jpg,Neither,Neither,0.021090874448418617,0.9791299700737,1,0.9791299700737,0.0010948184644803405,0.01943608559668064,0.00033912499202415347
iteration3,AoF06773.jpg,Neither,Only_Smoke,2.8649728298187256,0.9425171613693237,0,0.05698468163609505,0.00040546045056544244,0.9425171613693237,9.276586206397042e-05
iteration3,AoF06774.jpg,Neither,Neither,0.6408990621566772,0.526818573474884,1,0.526818573474884,0.0005944182630628347,0.4723883271217346,0.00019863405032083392
iteration3,AoF06775.jpg,Neither,Neither,0.049785759299993515,0.9514332413673401,1,0.9514332413673401,5.495141158462502e-05,0.04849637299776077,1.5429674022016115e-05
iteration3,AoF06776.jpg,Neither,Neither,0.00044204952428117394,0.9995580315589905,1,0.9995580315589905,1.9404793420108035e-05,0.0004210305050946772,1.508941977590439e-06
iteration3,AoF06777.jpg,Neither,Neither,5.07818695041351e-05,0.9999492168426514,1,0.9999492168426514,2.894008730436326e-06,4.75135057058651e-05,2.9554209390880715e-07
iteration3,AoF06778.jpg,Neither,Neither,1.5020257706055418e-05,0.9999849796295166,1,0.9999849796295166,2.6847587832889985e-06,1.1912367881450336e-05,3.697961403759109e-07
iteration3,AoF06779.jpg,Neither,Neither,4.3987260141875595e-05,0.9999560117721558,1,0.9999560117721558,3.2118098260980332e-06,4.034395897178911e-05,4.887735940428684e-07
iteration3,AoF06780.jpg,Neither,Neither,5.2927523938706145e-05,0.9999470710754395,1,0.9999470710754395,5.532686827791622e-06,4.719987919088453e-05,2.3484929556616407e-07
iteration3,AoF06781.jpg,Neither,Neither,0.00013636612857226282,0.9998636245727539,1,0.9998636245727539,1.2759509445459116e-05,0.00012294837506487966,5.388228601077572e-07
iteration3,AoF06782.jpg,Neither,Neither,0.00010513706365600228,0.9998948574066162,1,0.9998948574066162,5.2251721172069665e-06,9.614940790925175e-05,3.660906941149733e-06
iteration3,AoF06783.jpg,Neither,Neither,7.724463648628443e-05,0.9999227523803711,1,0.9999227523803711,8.3245986388647e-06,6.756472430424765e-05,1.2718476227746578e-06
iteration3,AoF06784.jpg,Neither,Neither,0.03295625001192093,0.9675809144973755,1,0.9675809144973755,0.0001859297917690128,0.03212621808052063,0.00010695669334381819
iteration3,AoF06785.jpg,Neither,Neither,2.992108420585282e-05,0.9999700784683228,1,0.9999700784683228,2.81751886177517e-06,2.6836578399525024e-05,2.839802277776471e-07
iteration3,AoF06786.jpg,Neither,Neither,0.0013296105898916721,0.998671293258667,1,0.998671293258667,9.431286343897227e-06,0.0013147469144314528,4.552337486529723e-06
iteration3,AoF06787.jpg,Neither,Neither,0.0019036282319575548,0.9980981945991516,1,0.9980981945991516,1.5829658877919428e-05,0.0018744571134448051,1.1525957233970985e-05
iteration3,AoF06788.jpg,Neither,Neither,0.05327152833342552,0.9481225609779358,1,0.9481225609779358,0.0165747981518507,0.024715356528759003,0.010587274096906185
iteration3,AoF06789.jpg,Neither,Neither,0.0022527810651808977,0.9977497458457947,1,0.9977497458457947,1.6667057934682816e-05,0.002220035530626774,1.355137283098884e-05
iteration3,AoF06790.jpg,Neither,Neither,5.149708886165172e-05,0.9999485015869141,1,0.9999485015869141,6.334887530101696e-06,4.4769960368284956e-05,3.1062475613907736e-07
iteration3,AoF06791.jpg,Neither,Neither,0.017979850992560387,0.9821808338165283,1,0.9821808338165283,1.3338644748728257e-05,0.017779959365725517,2.5906732844305225e-05
iteration3,AoF06792.jpg,Neither,Neither,0.03666484355926514,0.9639991521835327,1,0.9639991521835327,1.0109017239301465e-05,0.035940349102020264,5.0330079830018803e-05
iteration3,AoF06793.jpg,Neither,Neither,0.034474875777959824,0.9661126136779785,1,0.9661126136779785,2.5115836251643486e-05,0.033664505928754807,0.000197730609215796
iteration3,AoF06794.jpg,Neither,Neither,0.015885818749666214,0.9842396974563599,1,0.9842396974563599,7.825567990948912e-06,0.015729611739516258,2.2859792807139456e-05
iteration3,AoF06795.jpg,Neither,Neither,0.014492134563624859,0.9856123924255371,1,0.9856123924255371,0.0004974121111445129,0.013470645062625408,0.00041967150173150003
iteration3,AoF06796.jpg,Neither,Neither,0.013493640348315239,0.9865970015525818,1,0.9865970015525818,0.0010645403526723385,0.011939731426537037,0.0003987278323620558
iteration3,AoF06797.jpg,Neither,Neither,0.005701351445168257,0.9943148493766785,1,0.9943148493766785,0.00015398823597934097,0.0054847770370543,4.632458512787707e-05
iteration3,AoF06798.jpg,Neither,Neither,0.009205280803143978,0.9908369779586792,1,0.9908369779586792,0.0012450981885194778,0.007673962507396936,0.00024405578733421862
iteration3,AoF06799.jpg,Neither,Neither,0.008517012931406498,0.9915191531181335,1,0.9915191531181335,0.00020303209021221846,0.008150582201778889,0.00012719038932118565
iteration3,AoF06800.jpg,Neither,Neither,0.007788054645061493,0.9922422170639038,1,0.9922422170639038,0.000457210757303983,0.0069551123306155205,0.0003455232363194227
iteration3,AoF06801.jpg,Neither,Neither,0.0008237544680014253,0.999176561832428,1,0.999176561832428,6.943531479919329e-05,0.0007020567427389324,5.188961586100049e-05
iteration3,AoF06802.jpg,Neither,Neither,0.3721427023410797,0.6892558932304382,1,0.6892558932304382,0.000257520325249061,0.3103029429912567,0.00018365577852819115
iteration3,AoF06803.jpg,Neither,Only_Smoke,3.9011008739471436,0.8016306161880493,0,0.02021964266896248,0.08658088743686676,0.8016306161880493,0.09156886488199234
iteration3,AoF06804.jpg,Neither,Neither,0.008013597689568996,0.9920184016227722,1,0.9920184016227722,0.0002690871770028025,0.007454239297658205,0.0002582510351203382
iteration3,AoF06805.jpg,Neither,Neither,0.07422368973493576,0.9284639954566956,1,0.9284639954566956,5.6660297559574246e-05,0.07141153514385223,6.780366675229743e-05
iteration3,AoF06806.jpg,Neither,Neither,0.6008310914039612,0.5483556985855103,1,0.5483556985855103,0.00010784615733427927,0.45139604806900024,0.00014034262858331203
iteration3,AoF06807.jpg,Neither,Neither,0.16150973737239838,0.8508582711219788,1,0.8508582711219788,0.0023452029563486576,0.1462806761264801,0.0005158531130291522
iteration3,AoF06808.jpg,Neither,Neither,0.01605898328125477,0.984069287776947,1,0.984069287776947,8.32714285934344e-05,0.015792883932590485,5.462443732540123e-05
iteration3,AoF06809.jpg,Neither,Neither,0.014223858714103699,0.9858767986297607,1,0.9858767986297607,0.0006942730396986008,0.009579893201589584,0.0038490709848701954
iteration3,AoF06810.jpg,Neither,Neither,0.06881558150053024,0.9334987998008728,1,0.9334987998008728,9.43744380492717e-05,0.06622735410928726,0.00017952949565369636
iteration3,AoF06811.jpg,Neither,Neither,0.007837614975869656,0.9921930432319641,1,0.9921930432319641,0.00019151665037497878,0.0074339816346764565,0.0001814812421798706
iteration3,AoF06812.jpg,Neither,Neither,0.002181057119742036,0.9978213310241699,1,0.9978213310241699,6.441441655624658e-05,0.002027658047154546,8.661337051307783e-05
iteration3,AoF06813.jpg,Neither,Only_Smoke,1.1425349712371826,0.35543107986450195,0,0.31900927424430847,0.20529428124427795,0.35543107986450195,0.12026532739400864
iteration3,AoF06814.jpg,Neither,Neither,0.26874735951423645,0.764336347579956,1,0.764336347579956,0.000974574766587466,0.23399049043655396,0.0006985563086345792
iteration3,AoF06815.jpg,Neither,Neither,0.27083447575569153,0.7627427577972412,1,0.7627427577972412,0.0006082234322093427,0.23627135157585144,0.0003776586090680212
iteration3,AoF06816.jpg,Neither,Neither,0.2339625209569931,0.7913914918899536,1,0.7913914918899536,0.0007814157870598137,0.20741333067417145,0.0004138164222240448
iteration3,AoF06817.jpg,Neither,Neither,0.005691394675523043,0.9943247437477112,1,0.9943247437477112,0.0001343594049103558,0.005509512964636087,3.1360403227154166e-05
iteration3,AoF06818.jpg,Neither,Neither,0.016280675306916237,0.9838511347770691,1,0.9838511347770691,0.0001344935444649309,0.015959247946739197,5.5182936193887144e-05
iteration3,AoF06819.jpg,Neither,Neither,0.01741393655538559,0.9827368259429932,1,0.9827368259429932,0.00020900189701933414,0.016984848305583,6.932018732186407e-05
iteration3,AoF06820.jpg,Neither,Neither,0.046560920774936676,0.9545063972473145,1,0.9545063972473145,0.00014266333892010152,0.04526180773973465,8.914575300877914e-05
iteration3,AoF06821.jpg,Neither,Neither,0.020983368158340454,0.9792352318763733,1,0.9792352318763733,7.454183651134372e-05,0.020656276494264603,3.389963603694923e-05
iteration3,AoF06822.jpg,Neither,Neither,0.023063387721776962,0.9772005677223206,1,0.9772005677223206,0.0002983581798616797,0.02237442135810852,0.0001266801409656182
iteration3,AoF06823.jpg,Neither,Neither,0.009978883899748325,0.9900707602500916,1,0.9900707602500916,9.987726662075147e-05,0.009797238744795322,3.2153588108485565e-05
iteration3,AoF06824.jpg,Neither,Neither,0.0036582706961780787,0.9963484406471252,1,0.9963484406471252,4.930593422614038e-05,0.0035817455500364304,2.04910829779692e-05
iteration3,AoF06825.jpg,Neither,Neither,0.0048011732287704945,0.9952103495597839,1,0.9952103495597839,6.106954242568463e-05,0.004698741249740124,2.9859722417313606e-05
iteration3,AoF06826.jpg,Neither,Neither,0.011096787638962269,0.9889645576477051,1,0.9889645576477051,0.0001524192775832489,0.010809754021465778,7.326706690946594e-05
iteration3,AoF06827.jpg,Neither,Neither,0.010408168658614159,0.989645779132843,1,0.989645779132843,6.748102168785408e-05,0.010267924517393112,1.8773862393572927e-05
iteration3,AoF06828.jpg,Neither,Neither,0.008885368704795837,0.9911540150642395,1,0.9911540150642395,6.323048000922427e-05,0.00875548180192709,2.7251922801951878e-05
iteration3,AoF06829.jpg,Neither,Neither,0.010035417042672634,0.9900147914886475,1,0.9900147914886475,0.00010167159052798524,0.00984658021479845,3.7012425309512764e-05
iteration3,AoF06830.jpg,Neither,Neither,0.0040281834080815315,0.995979905128479,1,0.995979905128479,0.00011128561163786799,0.003817089134827256,9.176428284263238e-05
